filename,transcription
rec_007_129_FIL_007,wala sa nabanggit
rec_007_129_FIL_008,hindi ko alam
rec_007_129_FIL_009,nakalimutan ko na
rec_007_130_FIL_001,ngayon lang
rec_007_130_FIL_002,kahapon
rec_007_130_FIL_003,nung isang araw
rec_007_130_FIL_004,nung isang linggo
rec_007_130_FIL_005,nung isang buwan
rec_007_130_FIL_006,nakaraang taon
rec_007_130_FIL_007,hindi ko alam
rec_007_130_FIL_008,nakalimutan ko na
rec_007_131_FIL_001,kalahating araw
rec_007_131_FIL_002,isang araw
rec_007_131_FIL_003,dalawang araw
rec_007_131_FIL_004,tatlong araw
rec_007_131_FIL_005,apat na araw
rec_007_131_FIL_006,limang araw
rec_007_131_FIL_007,anim na araw
rec_007_131_FIL_008,isang linggo
rec_007_131_FIL_009,higit isang linggo
rec_007_131_FIL_010,hindi ko alam
rec_007_131_FIL_011,nakalimutan ko na
rec_007_132_FIL_001,kaliwa
rec_007_132_FIL_002,kanan
rec_007_132_FIL_003,pareho
rec_007_132_FIL_004,hindi ko alam
rec_007_132_FIL_005,nakalimutan ko na
rec_007_133_FIL_001,kinagat ng langgam
rec_007_133_FIL_002,napasukan ng tubig nung nagsi swimming
rec_007_133_FIL_003,biglaan na lang
rec_007_133_FIL_004,hindi ko alam
rec_007_133_FIL_005,nakalimutan ko na
rec_007_134_FIL_001,pag malakas na ang tunog o nasigaw
rec_007_134_FIL_002,dahil sa face shield sa likod ng tenga
rec_007_134_FIL_003,kapag may sipon
rec_007_134_FIL_004,kinagat ng langgam
rec_007_134_FIL_005,oo
rec_007_134_FIL_006,hindi
rec_007_134_FIL_007,hindi ko alam
rec_007_134_FIL_008,nakalimutan ko na
rec_007_135_FIL_001,hindi masakit
rec_007_135_FIL_002,konting sakit
rec_007_135_FIL_003,isa
rec_007_135_FIL_004,dalawa
rec_007_135_FIL_005,tatlo
rec_007_135_FIL_006,apat
rec_007_135_FIL_007,lima
rec_007_135_FIL_008,anim
rec_007_135_FIL_009,pito
rec_007_135_FIL_010,walo
rec_007_135_FIL_011,siyam
rec_007_135_FIL_012,sampu
rec_007_136_FIL_001,wala
rec_007_136_FIL_003,pinapabayaan ko lang
rec_007_136_FIL_004,uminom ng gamot
rec_007_136_FIL_005,hindi ko alam
rec_007_136_FIL_006,nakalimutan ko na
rec_007_137_FIL_001,oo
rec_007_137_FIL_002,wala
rec_007_137_FIL_003,nakalimutan ko na
rec_007_137_FIL_004,hindi ko alam
rec_007_138_FIL_001,paracetamol
rec_007_138_FIL_002,hindi ko alam
rec_007_138_FIL_003,nakalimutan ko na
rec_007_139_FIL_001,hindi 
rec_007_139_FIL_002,oo
rec_007_139_FIL_003,hindi ko alam
rec_007_139_FIL_004,nakalimutan ko na
rec_007_140_FIL_001,brown
rec_007_140_FIL_002,yellow
rec_007_140_FIL_003,pula
rec_007_140_FIL_004,hindi ko alam
rec_007_140_FIL_005,nakalimutan ko na
rec_007_141_FIL_001,ayos naman
rec_007_141_FIL_002,oo
rec_007_141_FIL_003,hindi
rec_007_141_FIL_004,opo
rec_007_142_FIL_001,ngayon lang
rec_007_142_FIL_002,kahapon
rec_007_142_FIL_003,nung isang araw
rec_007_142_FIL_004,nung isang linggo
rec_007_142_FIL_005,nakaraang buwan
rec_007_142_FIL_006,nakaraang taon
rec_007_142_FIL_007,matagal na
rec_007_142_FIL_008,nung sanggol pa lang ako
rec_007_142_FIL_009,hindi ko alam
rec_007_142_FIL_010,nakalimutan ko na
rec_007_143_FIL_001,kalahating araw
rec_007_143_FIL_002,isang araw
rec_007_143_FIL_003,dalawang araw
rec_007_143_FIL_004,tatlong araw
rec_007_143_FIL_005,apat na araw
rec_007_143_FIL_006,limang araw
rec_007_143_FIL_007,anim na araw
rec_007_143_FIL_008,isang linggo
rec_007_143_FIL_009,higit isang linggo
rec_007_143_FIL_010,hindi ko alam
rec_007_143_FIL_011,nakalimutan ko na
rec_007_144_FIL_001,kaliwa
rec_007_144_FIL_002,kanan
rec_007_144_FIL_003,kaliwa at kanan
rec_007_144_FIL_004,hindi ko alam
rec_007_144_FIL_005,nakalimutan ko na
rec_007_145_FIL_001,simula pagkabata
rec_007_145_FIL_002,impeksyon
rec_007_145_FIL_003,sugat
rec_007_145_FIL_004,komplikasyon mula sa sakit
rec_007_145_FIL_005,natusok
rec_007_145_FIL_006,hindi ko alam
rec_007_145_FIL_007,nakalimutan ko na
rec_007_146_FIL_001,opo
rec_007_146_FIL_002,oo
rec_007_146_FIL_003,hindi
rec_007_146_FIL_004,hindi ko alam
rec_007_146_FIL_005,nakalimutan ko na
rec_007_147_FIL_001,iritasyon ng tenga
rec_007_147_FIL_002,nilinis
rec_007_147_FIL_003,wala
rec_007_147_FIL_004,nilagayan ng hydrogen peroxide
rec_007_147_FIL_005,hindi ko alam
rec_007_148_FIL_001,oo
rec_007_148_FIL_002,opo
rec_007_148_FIL_003,hindi
rec_007_148_FIL_004,wala
rec_007_148_FIL_005,hindi ko alam
rec_007_148_FIL_006,nakalimutan ko na
rec_007_149_FIL_001,antibiotic
rec_007_149_FIL_002,ear drops
rec_007_149_FIL_003,hydrogen peroxide
rec_007_149_FIL_004,biogesic
rec_007_149_FIL_005,paracetamol 
rec_007_149_FIL_006,mefenamic
rec_007_149_FIL_007,pain reliever
rec_007_149_FIL_008,hindi ko alam
rec_007_149_FIL_009,nakalimutan ko na
rec_007_150_FIL_001,mamaga ng mata
rec_007_150_FIL_002,pamumula ng mata
rec_007_150_FIL_003,sugat sa mata
rec_007_150_FIL_004,panunuyo ng mata
rec_007_150_FIL_005,kuliti
rec_007_150_FIL_006,labis na pagmumuta
rec_007_150_FIL_007,sore eyes
rec_007_150_FIL_008,pangangati ng mata
rec_007_150_FIL_009,pananakit ng mata
rec_007_150_FIL_010,hindi ko alam
rec_007_150_FIL_011,nakalimutan ko na
rec_007_151_FIL_001,hindi masakit
rec_007_151_FIL_002,isa
rec_007_151_FIL_003,dalawa
rec_007_151_FIL_004,tatlo
rec_007_151_FIL_005,apat
rec_007_151_FIL_006,lima
rec_007_151_FIL_007,anim 
rec_007_151_FIL_008,pito
rec_007_151_FIL_009,walo
rec_007_151_FIL_010,siyam 
rec_007_151_FIL_011,sampu
rec_007_151_FIL_012,hindi ko alam
rec_007_151_FIL_013,nakalimutan ko na
rec_007_152_FIL_001,ngayon lang
rec_007_152_FIL_002,kahapon
rec_007_152_FIL_003,nung isang araw
rec_007_152_FIL_004,nung isang linggo
rec_007_152_FIL_005,nung isang buwan
rec_007_152_FIL_006,nakaraang taon
rec_007_152_FIL_007,hindi ko alam
rec_007_152_FIL_008,nakalimutan ko na
rec_007_153_FIL_001,kalahating araw
rec_007_153_FIL_002,isang araw
rec_007_153_FIL_003,dalawang araw
rec_007_153_FIL_004,tatlong araw
rec_007_153_FIL_005,apat na araw
rec_007_153_FIL_006,limang araw
rec_007_153_FIL_007,anim na araw
rec_007_153_FIL_008,isang linggo
rec_007_153_FIL_009,higit isang linggo
rec_007_153_FIL_010,hindi ko alam
rec_007_153_FIL_011,nakalimutan ko na
rec_007_154_FIL_001,kaliwa at kanan
rec_007_154_FIL_002,kaliwa
rec_007_154_FIL_003,kanan
rec_007_154_FIL_004,hindi ko alam
rec_007_154_FIL_005,nakalimutan ko na
rec_007_155_FIL_001,nakamot
rec_007_155_FIL_002,bigla na lang
rec_007_155_FIL_003,natusok
rec_007_155_FIL_004,napasukan ng alikabok
rec_007_155_FIL_005,kinagat ng insekto
rec_007_155_FIL_006,hindi ko alam
rec_007_155_FIL_007,nakalimutan ko na
rec_007_156_FIL_001,binabad sa tubig
rec_007_156_FIL_002,nilinis yung sugat
rec_007_156_FIL_003,wala
rec_007_156_FIL_004,pinapabayaan ko lang 
rec_007_156_FIL_005,hindi ko alam
rec_007_156_FIL_006,nakalimutan ko na
rec_007_157_FIL_001,oo
rec_007_157_FIL_002,opo
rec_007_157_FIL_003,hindi ko alam
rec_007_157_FIL_004,nakalimutan ko na
rec_007_158_FIL_001,paracetamol
rec_007_158_FIL_002,biogesic
rec_007_158_FIL_003,pagpatak ng mata
rec_007_158_FIL_004,hindi ko alam
rec_007_158_FIL_005,nakalimutan ko na
rec_007_159_FIL_001,hindi po
rec_007_159_FIL_002,oo
rec_007_159_FIL_003,opo
rec_007_159_FIL_004,malinaw
rec_007_159_FIL_005,malabo
rec_007_160_FIL_001,sa malapit
rec_007_160_FIL_002,sa malayo
rec_007_160_FIL_003,hindi ko alam
rec_007_160_FIL_004,nakalimutan ko na
rec_007_161_FIL_001,nung nakaraang linggo
rec_007_161_FIL_002,nakaraang buwan
rec_007_161_FIL_003,nakaraang taon
rec_007_161_FIL_004,matagal na
rec_007_161_FIL_005,hindi ko alam
rec_007_161_FIL_006,nakalimutan ko na
rec_007_162_FIL_001,kalahating araw
rec_007_162_FIL_002,isang araw
rec_007_162_FIL_004,tatlong araw
rec_007_162_FIL_005,apat na araw
rec_007_162_FIL_006,limang araw
rec_007_162_FIL_007,anim na araw
rec_007_162_FIL_008,isang linggo
rec_007_162_FIL_009,higit isang linggo
rec_007_162_FIL_010,hindi ko alam
rec_007_162_FIL_011,nakalimutan ko na
rec_007_163_FIL_001,kaliwa
rec_007_163_FIL_002,kanan
rec_007_163_FIL_003,kaliwa at kanan
rec_007_164_FIL_001,biglaan na lamang
rec_007_164_FIL_002,nahilo
rec_007_164_FIL_003,madalas mag cellphone
rec_007_164_FIL_004,madalas mag computer
rec_007_164_FIL_005,madalas manuod ng tv
rec_007_164_FIL_006,nagbabasa sa dilim
rec_007_164_FIL_007,nagbabasa sa umanda umaandar na kotse
rec_007_164_FIL_008,hindi ko alam
rec_007_164_FIL_009,nakalimutan ko na
rec_007_165_FIL_001,oo
rec_007_165_FIL_002,opo
rec_007_165_FIL_003,hindi
rec_007_165_FIL_004,hindi ko alam
rec_007_165_FIL_005,nakalimutan ko na
rec_007_166_FIL_001,nilinis ang mata
rec_007_166_FIL_002,naglagay ng malamig na bimpo
rec_007_166_FIL_003,binabad sa tubig
rec_007_166_FIL_004,pinahinga
rec_007_166_FIL_005,binawasan ang panunuod ng tv
rec_007_166_FIL_006,binawasan ang pagse cellphone
rec_007_166_FIL_007,iniiwasan na ang pagbabasa sa dilim
rec_007_166_FIL_008,wala
rec_007_166_FIL_009,hindi ko alam
rec_007_167_FIL_001,oo
rec_007_167_FIL_002,opo
rec_007_167_FIL_003,hindi
rec_007_167_FIL_005,hindi ko alam
rec_007_167_FIL_006,nakalimutan ko na
rec_007_168_FIL_001,eye drops
rec_007_168_FIL_002,hindi ko alam
rec_007_168_FIL_003,nakalimutan ko na
rec_007_169_FIL_001,matagal na po
rec_007_169_FIL_002,wala pa
rec_007_169_FIL_003,hindi ko alam
rec_007_169_FIL_004,nakalimutan ko na
rec_007_170_FIL_001,magsuot ng salamin
rec_007_170_FIL_002,bawasan ang paggagadyet
rec_007_170_FIL_003,hindi ko alam 
rec_007_170_FIL_004,nakalimutan ko na
rec_007_171_FIL_001,pag nagbabasa lang
rec_007_171_FIL_002,anti radiation glasses
rec_007_171_FIL_003,yung may grado
rec_007_171_FIL_004,wala
rec_007_171_FIL_005,hindi ko alam
rec_007_171_FIL_006,hindi ko na sinusuot
rec_007_171_FIL_007,ayoko suotin
rec_007_171_FIL_008,nakalimutan ko na
rec_007_172_FIL_001,walang grado
rec_007_172_FIL_002,mababa lang
rec_007_172_FIL_003,mas mababa sa fifty
rec_007_172_FIL_004,fifty
rec_007_172_FIL_005,fifty pataas
rec_007_172_FIL_006,mas mababa sa one hundred
rec_007_172_FIL_007,one hundred
rec_007_172_FIL_008,one hundred pataas
rec_007_172_FIL_009,mas mababa sa one fifty
rec_007_172_FIL_010,one fifty
rec_007_172_FIL_011,one fifty pataas
rec_007_172_FIL_012,mas mababa sa two hundred
rec_007_172_FIL_013,two hundred
rec_007_172_FIL_014,two hundred pataas
rec_007_172_FIL_015,mas mababa sa two fifty
rec_007_172_FIL_016,two fifty
rec_007_172_FIL_017,mas mataas sa two fifty
rec_007_173_FIL_001,walang grado
rec_007_173_FIL_002,mababa lang
rec_007_173_FIL_003,mas mababa sa fifty
rec_007_173_FIL_004,fifty
rec_007_173_FIL_005,fifty pataas
rec_007_173_FIL_006,mas mababa sa one hundred
rec_007_173_FIL_007,one hundred
rec_007_173_FIL_008,one hundred pataas
rec_007_173_FIL_009,mas mababa sa one fifty
rec_007_173_FIL_010,one fifty
rec_007_173_FIL_011,one fifty pataas
rec_007_173_FIL_012,mas mababa sa two hundred
rec_007_173_FIL_013,two hundred
rec_007_173_FIL_014,two hundred pataas
rec_007_173_FIL_015,mas mababa sa two fifty
rec_007_173_FIL_016,two fifty
rec_007_173_FIL_017,mas mataas sa two fifty
rec_007_174_FIL_001,oo
rec_007_174_FIL_002,opo
rec_007_174_FIL_003,hindi po
rec_007_174_FIL_004,medyo
rec_007_174_FIL_005,hindi ko alam
rec_007_174_FIL_006,hindi ko sinusuot
rec_007_175_FIL_001,alerhiya sa ilong
rec_007_175_FIL_002,sinusitis
rec_007_175_FIL_003,bukol sa ilong
rec_007_175_FIL_004,wala
rec_007_175_FIL_005,hindi ko alam
rec_007_175_FIL_006,nakalimutan ko na
rec_007_176_FIL_001,ngayon lang
rec_007_176_FIL_002,kalahating araw
rec_007_176_FIL_003,isang araw
rec_007_176_FIL_004,dalawang araw
rec_007_176_FIL_005,tatlong araw
rec_007_176_FIL_006,apat na araw
rec_007_176_FIL_007,limang araw
rec_007_176_FIL_008,anim na araw
rec_007_176_FIL_009,isang linggo
rec_007_176_FIL_010,higit ng isang linggo
rec_007_176_FIL_011,hindi ko alam
rec_007_176_FIL_012,nakalimutan ko na
rec_007_177_FIL_001,isang araw
rec_007_177_FIL_002,dalawang araw
rec_007_177_FIL_003,tatlong araw
rec_007_177_FIL_004,apat na araw
rec_007_177_FIL_005,limang araw
rec_007_177_FIL_006,anim na araw
rec_007_177_FIL_007,isang linggo
rec_007_177_FIL_008,higit isang linggo
rec_007_178_FIL_001,kaliwa
rec_007_178_FIL_002,kanan
rec_007_178_FIL_003,pareho
rec_007_178_FIL_004,hindi ko alam
rec_007_178_FIL_005,nakalimutan ko na
rec_007_179_FIL_001,napasukan ng bagay
rec_007_179_FIL_002,bigla na lang 
rec_007_179_FIL_003,natusok
rec_007_179_FIL_004,kinagat ng lamok
rec_007_179_FIL_005,alikabok
rec_007_179_FIL_006,nung sanggol pa lang ako
rec_007_179_FIL_007,hindi ko alam
rec_007_179_FIL_008,nakalimutan ko na
rec_007_180_FIL_001,dinala sa ospital
rec_007_180_FIL_002,nilinis
rec_007_180_FIL_003,binababad sa malamig na bimpo
rec_007_180_FIL_004,binabad sa mainit na bimpo
rec_007_180_FIL_005,iniwasan ang alikabok
rec_007_180_FIL_006,hindi ko alam
rec_007_180_FIL_007,nakalimutan ko na
rec_007_181_FIL_001,oo
rec_007_181_FIL_002,opo
rec_007_181_FIL_003,wala
rec_007_181_FIL_004,hindi ko alam
rec_007_181_FIL_005,nakalimutan ko na
rec_007_182_FIL_001,biogesic 
rec_007_182_FIL_002,paracetamol
rec_007_182_FIL_003,antihistamine
rec_007_182_FIL_004,antibiotic
rec_007_182_FIL_005,cetirizine
rec_007_182_FIL_006,disudrin
rec_007_182_FIL_007,hindi ko alam
rec_007_182_FIL_008,nakalimutan ko na
rec_007_183_FIL_001,tuma kit ang ilong
rec_007_183_FIL_002,kumati ang ilong
rec_007_183_FIL_003,nagdugo ang ilong
rec_007_183_FIL_004,napasukan ng bagay
rec_007_183_FIL_005,namaga ang ilong
rec_007_183_FIL_006,wala sa nabanggit
rec_007_183_FIL_007,hindi ko alam
rec_007_183_FIL_008,nakalimutan ko na
rec_007_184_FIL_001,papel
rec_007_184_FIL_002,plastik
rec_007_184_FIL_003,beads
rec_007_184_FIL_004,bato
rec_007_184_FIL_005,tissue
rec_007_184_FIL_006,kahoy
rec_007_184_FIL_007,jolen
rec_007_184_FIL_008,beans
rec_007_185_FIL_001,walang sakit
rec_007_185_FIL_002,isa
rec_007_185_FIL_003,dalawa
rec_007_185_FIL_004,tatlo
rec_007_185_FIL_005,apat
rec_007_185_FIL_006,lima
rec_007_185_FIL_007,anim
rec_007_185_FIL_008,pito
rec_007_185_FIL_009,walo
rec_007_185_FIL_010,siyam
rec_007_185_FIL_011,sampu
rec_007_186_FIL_001,ngayon
rec_007_186_FIL_002,kahapon
rec_007_186_FIL_003,nung isang araw
rec_007_186_FIL_004,nung isang linggo
rec_007_186_FIL_005,nung isang buwan
rec_007_186_FIL_006,nung isang taon
rec_007_186_FIL_007,matagal na 
rec_007_186_FIL_008,hindi ko alam
rec_007_186_FIL_009,hindi ko matandaan
rec_007_187_FIL_001,segundo
rec_007_187_FIL_002,minuto 
rec_007_187_FIL_003,oras
rec_007_187_FIL_004,kalahating araw
rec_007_187_FIL_005,isang araw
rec_007_187_FIL_006,dalawang araw
rec_007_187_FIL_007,tatlong araw
rec_007_187_FIL_008,apat na araw
rec_007_187_FIL_009,limang araw
rec_007_187_FIL_010,anim na araw
rec_007_187_FIL_011,isang linggo
rec_007_187_FIL_012,hindi ko alam
rec_007_187_FIL_013,nakalimutan ko na
rec_007_188_FIL_001,kaliwa
rec_007_188_FIL_002,kanan
rec_007_188_FIL_003,pareho
rec_007_188_FIL_004,hindi ko alam
rec_007_188_FIL_005,nakalimutan ko na
rec_007_189_FIL_001,pasukan ng tubig
rec_007_189_FIL_002,kinagat ng insekto
rec_007_189_FIL_003,biglaan na lang
rec_007_189_FIL_004,natusok
rec_007_189_FIL_005,impeksyon
rec_007_189_FIL_006,nung sanggol pa lang ako
rec_007_189_FIL_007,naalikabukan
rec_007_189_FIL_008,sobrang init
rec_007_189_FIL_009,hindi ko alam
rec_007_189_FIL_010,nakalimutan ko na
rec_007_190_FIL_001,tumapat sa electric fan
rec_007_190_FIL_002,nagpunas ng malamig na bimpo
rec_007_190_FIL_003,nagdampi ng mainit na bimpo sa ilong 
rec_007_190_FIL_004,umiwas sa alikabok
rec_007_190_FIL_005,natulog
rec_007_190_FIL_006,nagpahinga
rec_007_190_FIL_007,pinapabayaan ko lang
rec_007_190_FIL_008,hindi ko alam
rec_007_190_FIL_009,di ko matandaan
rec_007_191_FIL_001,oo
rec_007_191_FIL_002,opo
rec_007_191_FIL_003,hindi
rec_007_191_FIL_004,wala
rec_007_191_FIL_005,hindi ko alam
rec_007_191_FIL_006,nakalimutan ko na
rec_007_192_FIL_001,antibiotics
rec_007_192_FIL_002,antihistamine
rec_007_192_FIL_003,biogesic  
rec_007_192_FIL_004,pain reliever
rec_007_192_FIL_005,hindi ko alam
rec_007_192_FIL_006,nakalimutan ko na
rec_007_193_FIL_001,minsan lang sa umaga at gabi
rec_007_193_FIL_002,lagi naman po
rec_007_193_FIL_003,opo
rec_007_193_FIL_004,umaga hapon gabi
rec_007_193_FIL_005,isa sa gabi
rec_007_193_FIL_006,hindi
rec_007_194_FIL_001,nakalimutan ko
rec_007_194_FIL_002,tinatamad ako
rec_007_194_FIL_003,ayoko
rec_007_194_FIL_004,walang sipilyo
rec_007_194_FIL_005,walang toothpaste
rec_007_194_FIL_006,ayoko ng lasa
rec_007_194_FIL_007,hindi ko alam
rec_007_195_FIL_001,wala pa po
rec_007_195_FIL_002,hindi pa po
rec_007_195_FIL_003,nagpalinis ng ngipin
rec_007_195_FIL_004,nung grade two po ako
rec_007_195_FIL_005,matagal na po
rec_007_195_FIL_007,kahapon
rec_007_195_FIL_008,nung isang araw
rec_007_195_FIL_011,nakaraang taon
rec_007_195_FIL_012,bago magpandemya
rec_007_195_FIL_013,di ko alam
rec_007_195_FIL_014,nakalimutan ko na
rec_007_196_FIL_001,check up
rec_007_196_FIL_002,nagpabunot ng ngipin
rec_007_196_FIL_004,nagpa pasta
rec_007_196_FIL_005,tinanggal yung bulok na ngipin
rec_007_196_FIL_006,nagpa adjust ng braces
rec_007_196_FIL_007,hindi ko alam
rec_007_196_FIL_008,nakalimutan ko na
rec_007_197_FIL_001,tuwing kumakain ng chocolate
rec_007_197_FIL_002,nakagat ko yung kutsara
rec_007_197_FIL_003,matagal na po
rec_007_197_FIL_004,hindi pa po
rec_007_197_FIL_005,in adjust yung braces
rec_007_197_FIL_006,may tumutubong ngipin
rec_007_197_FIL_007,wala na po bulok na ngipin
rec_007_197_FIL_008,opo minsan
rec_007_197_FIL_009,kumakain ng matatamis
rec_007_197_FIL_010,minsan
rec_007_197_FIL_011,nung nabungi
rec_007_197_FIL_012,hindi po
rec_007_198_FIL_001,ngayon lang
rec_007_198_FIL_002,kalahating araw na
rec_007_198_FIL_003,isang araw na
rec_007_198_FIL_004,kahapon lang
rec_007_198_FIL_005,nung isang araw lang
rec_007_198_FIL_006,nung isang linggo
rec_007_198_FIL_007,nung isang buwan
rec_007_198_FIL_008,hindi ko alam
rec_007_198_FIL_009,nakalimutan ko na
rec_007_199_FIL_001,kalahating araw
rec_007_199_FIL_002,isang araw
rec_007_199_FIL_003,dalawang araw
rec_007_199_FIL_004,apat na araw
rec_007_199_FIL_005,limang araw
rec_007_199_FIL_006,anim na araw
rec_007_199_FIL_007,isang linggo
rec_007_199_FIL_008,higit sa isang linggo
rec_007_199_FIL_009,hindi ko alam
rec_007_199_FIL_010,nakalimutan ko na
rec_007_200_FIL_001,harap na ngipin
rec_007_200_FIL_002,sa kaliwa sa likod
rec_007_200_FIL_003,sa kanan sa likod
rec_007_200_FIL_004,sa harap sa kanan
rec_007_200_FIL_005,sa harap sa kaliwa
rec_007_200_FIL_006,hindi ko alam
rec_007_200_FIL_007,nakalimutan ko na
rec_007_201_FIL_001,oo
rec_007_201_FIL_002,hindi
rec_007_201_FIL_003,hindi ko alam
rec_007_201_FIL_004,ewan ko
rec_007_202_FIL_001,nabubulok na ngipin
rec_007_202_FIL_002,kumakain ng ice cream at kendi
rec_007_202_FIL_003,impeksyon
rec_007_202_FIL_004,pamamaga
rec_007_202_FIL_005,hindi ko alam
rec_007_202_FIL_006,nakalimutan ko na
rec_007_203_FIL_001,konting sakit
rec_007_203_FIL_002,isa
rec_007_203_FIL_003,dalawa
rec_007_203_FIL_004,tatlo
rec_007_203_FIL_005,apat
rec_007_203_FIL_006,lima
rec_007_203_FIL_007,anim
rec_007_203_FIL_008,pito
rec_007_203_FIL_009,walo
rec_007_203_FIL_010,siyam
rec_007_203_FIL_011,sampu
rec_007_204_FIL_001,binababad sa malamig na tubig
rec_007_204_FIL_002,sumisipsip ng yelo
rec_007_204_FIL_003,nagmumumog ng asin
rec_007_204_FIL_004,nagsisipilyo
rec_007_204_FIL_005,nagmumumog
rec_007_204_FIL_006,binabawasan ang pagkain ng matatamis
rec_007_204_FIL_007,pinapabayaan ko lang
rec_007_204_FIL_008,pinapahinga
rec_007_204_FIL_009,tinutulog
rec_007_204_FIL_010,hindi ko alam
rec_007_204_FIL_011,nakalimutan ko na
rec_007_205_FIL_001,oo
rec_007_205_FIL_002,wala
rec_007_205_FIL_003,hindi ko alam
rec_007_205_FIL_004,nakalimutan ko na
rec_007_206_FIL_001,paracetamol
rec_007_206_FIL_002,biogesic
rec_007_206_FIL_003,tempra
rec_007_206_FIL_004,calpol
rec_007_207_FIL_001,pananakit
rec_007_207_FIL_002,sugat
rec_007_207_FIL_003,singaw
rec_007_207_FIL_004,hindi sinasadyang pagkagat
rec_007_207_FIL_005,mabahong hininga
rec_007_207_FIL_006,wala sa nabanggit
rec_007_207_FIL_007,hindi ko alam
rec_007_208_FIL_001,walang sakit
rec_007_208_FIL_002,isa
rec_007_208_FIL_003,dalawa
rec_007_208_FIL_004,tatlo
rec_007_208_FIL_005,apat
rec_007_208_FIL_006,lima
rec_007_208_FIL_007,anim 
rec_007_208_FIL_008,pito
rec_007_208_FIL_009,walo
rec_007_208_FIL_010,siyam
rec_007_208_FIL_011,sampu
rec_007_209_FIL_001,ngayon lang
rec_007_209_FIL_002,kanina lang
rec_007_209_FIL_003,kahapon
rec_007_209_FIL_004,nung isang araw
rec_007_209_FIL_005,nakaraang linggo
rec_007_209_FIL_006,nakaraang buwan
rec_007_209_FIL_007,hindi ko alam
rec_007_209_FIL_008,nakalimutan ko na
rec_007_210_FIL_001,isang araw
rec_007_210_FIL_002,dalawang araw
rec_007_210_FIL_003,tatlong araw
rec_007_210_FIL_004,apat na araw
rec_007_210_FIL_005,limang araw
rec_007_210_FIL_006,anim na araw
rec_007_210_FIL_007,isang linggo
rec_007_210_FIL_008,higit sa isang linggo
rec_007_210_FIL_009,hindi ko alam
rec_007_210_FIL_010,nakalimutan ko na
rec_007_211_FIL_001,oo
rec_007_211_FIL_002,opo
rec_007_211_FIL_003,hindi
rec_007_211_FIL_004,hindi ko alam
rec_007_211_FIL_005,nakalimutan ko na
rec_007_213_FIL_001,sa loob sa kanan
rec_007_213_FIL_002,sa loob sa kaliwa
rec_007_213_FIL_003,dila
rec_007_213_FIL_004,sa harap sa kanan
rec_007_213_FIL_005,sa harap sa kaliwa
rec_007_213_FIL_006,hindi ko alam
rec_007_213_FIL_007,nakalimutan ko na
rec_007_214_FIL_001,nakagat
rec_007_214_FIL_002,hindi nagsisipilyo
rec_007_214_FIL_003,pagkain
rec_007_214_FIL_004,natusok
rec_007_214_FIL_005,biglaan na lang
rec_007_214_FIL_006,braces
rec_007_214_FIL_007,hindi ko alam
rec_007_214_FIL_008,nakalimutan ko na
rec_007_215_FIL_001,umiinom ng malamig at maraming tubig
rec_007_215_FIL_002,nagmumumog ng asin
rec_007_215_FIL_003,nagsisipilyo
rec_007_215_FIL_004,nagbabad ng yelo
rec_007_215_FIL_005,nagmumumog
rec_007_215_FIL_006,natutulog
rec_007_215_FIL_007,pinapabayaan ko lang
rec_007_215_FIL_008,hindi ko alam
rec_007_215_FIL_009,nakalimutan ko na
rec_007_216_FIL_001,oo
rec_007_216_FIL_002,opo
rec_007_216_FIL_003,wala
rec_007_216_FIL_004,hindi ko alam
rec_007_216_FIL_005,nakalimutan ko na
rec_007_217_FIL_001,antibiotic
rec_007_217_FIL_002,pain reliever
rec_007_217_FIL_003,ointment para sa singaw
rec_007_217_FIL_004,hindi ko alam
rec_007_217_FIL_005,nakalimutan ko na
rec_007_218_FIL_001,oo
rec_007_218_FIL_002,opo
rec_007_218_FIL_003,hindi
rec_007_218_FIL_004,hindi ko alam
rec_007_219_FIL_001,hindi masakit
rec_007_219_FIL_002,isa
rec_007_219_FIL_003,dalawa
rec_007_219_FIL_004,tatlo
rec_007_219_FIL_005,apat
rec_007_219_FIL_006,lima
rec_007_219_FIL_007,anim 
rec_007_219_FIL_008,pito
rec_007_219_FIL_009,walo
rec_007_219_FIL_010,siyam
rec_007_219_FIL_011,sampu
rec_007_220_FIL_001,ngayon lang
rec_007_220_FIL_002,kanina lang
rec_007_220_FIL_003,kahapon  
rec_007_220_FIL_004,nung isang araw
rec_007_220_FIL_005,nung isang linggo
rec_007_220_FIL_006,hindi ko alam
rec_007_220_FIL_007,nakalimutan ko na
rec_007_221_FIL_001,kalahating araw
rec_007_221_FIL_002,isang araw
rec_007_221_FIL_003,dalawang araw
rec_007_221_FIL_004,tatlong araw
rec_007_221_FIL_005,apat na araw
rec_007_221_FIL_006,limang araw
rec_007_221_FIL_007,anim na araw
rec_007_221_FIL_008,isang linggo
rec_007_221_FIL_009,hindi ko alam
rec_007_221_FIL_010,nakalimutan ko na 
rec_007_222_FIL_001,oo
rec_007_222_FIL_002,opo
rec_007_222_FIL_003,hindi
rec_007_222_FIL_004,hindi ko alam
rec_007_222_FIL_005,nakalimutan ko na
rec_007_223_FIL_001,isang beses
rec_007_223_FIL_002,dalawang beses
rec_007_223_FIL_003,tatlong beses
rec_007_223_FIL_004,apat na beses
rec_007_223_FIL_005,limang beses
rec_007_223_FIL_006,anim na beses
